OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
+,2576,8453,8983,8827,2025,4030,5457,1620,2866,5772,4818,3290,4098,6695,6963,9721,7473,1947,9557,7184
+,8394,7825,8958,2998,3690,1432,6293,4848,306,1809,146,1317,314,3507,2406,3769,1693,8029,8630,7049
+,3731,6547,756,515,851,5439,8429,2534,6526,7246,8460,9535,4707,7501,7107,8429,3068,7711,3594,2678
+,4129,4227,9269,484,4843,8279,3394,4885,5513,5155,5928,8569,350,1689,1463,3049,2171,7130,861,2523
+,6923,6947,5700,2055,4664,1996,5597,2642,6107,5129,309,2300,3327,872,4096,4352,5834,9350,9102,5010
-,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,670,8378,3823,9091,8816,3037,8586,6942,5124,2225,6876,1833,771,7211,7835,1941,7261,1276,9724,9383
+,4086,4865,568,4668,2420,904,1322,1737,2002,6121,8880,3066,2589,9061,6842,4557,6673,1969,4499,7640
+,9796,5741,7885,5206,3075,9008,711,5051,7390,6633,4067,4504,4240,2821,9789,4756,1413,7248,5193,9404
+,2302,3853,448,6982,7916,3281,5579,3654,6107,7909,5683,5908,5622,4501,1931,6527,5339,3206,3352,5170
+,7599,9003,6047,4613,7877,1070,7857,7984,5850,7183,9110,1168,6477,6001,72,2549,8577,7966,5775,9282
+,6959,4367,897,7622,3722,1967,1117,4363,1550,6114,1560,9896,8979,4685,5112,4301,6090,2643,7227,9801
+,3633,8295,8240,8899,6234,1319,6469,8315,8054,2219,4272,59,1004,316,2593,1263,9919,5216,5872,861
-,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2424,5702,9398,7430,3132,4543,4639,1903,4905,8954,6901,8729,9513,7208,3309,313,3719,390,9019,4038
+,3725,4839,3816,6496,9916,1387,6570,7092,434,2249,5211,3379,8434,8011,7630,1564,1170,9650,750,9618
+,3714,2990,2483,9,323,4087,9693,3458,5269,1165,621,6336,3114,5495,3748,5484,4791,6183,4394,9417
+,2177,7229,4833,6224,4312,551,8507,642,6257,3522,4893,3275,2473,3254,8353,5982,462,3597,1910,4268
+,9907,9080,4815,3973,6244,8659,8316,4091,9702,3101,3378,5405,1745,2633,9040,7816,89,4809,9727,8163
+,8484,4245,2801,3346,6779,1446,4017,1528,3637,1919,5268,2916,9713,3548,5505,5269,6543,8499,8984,3010
-,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6926,4811,6132,1685,994,7156,4281,6470,569,5356,3773,5519,3705,3937,8256,7188,1864,8932,8539,4355
+,8907,8201,5950,9761,7255,2975,1411,3279,2198,5680,5047,1144,4163,3383,6779,7485,1635,4250,3150,3283
+,1041,357,2526,3515,2136,7268,4998,5847,960,4689,4487,2670,2769,9896,7671,4653,3768,5460,3004,7520
+,3857,5504,9057,5663,6768,4650,207,2584,838,902,5384,193,2872,7017,3250,976,8310,2967,3479,5960
+,3367,2163,8338,3626,7548,1766,6733,7016,7166,7804,3380,1561,1380,6988,8488,1438,3068,9100,6588,9934
+,3900,5018,7233,4901,80,6688,910,7561,1979,6095,9028,2051,4597,3920,4847,5089,4505,5517,1959,8045
+,7487,3852,8943,2342,8926,394,1017,8548,4585,4995,7535,7313,2252,3742,6563,9556,1559,5403,6434,2991
+,962,8473,3706,8480,6703,6249,9796,8961,9819,1333,8837,7901,4434,5292,7587,2649,1853,388,3728,738
-,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2500,1695,6661,4391,4133,9492,9519,4978,3922,5158,4093,8831,9877,9219,1173,5225,6165,1247,1832,8910
+,4496,7360,6470,3294,5062,2427,1900,7165,7563,5844,5356,9117,6733,6787,5966,8827,2527,7321,6921,7451
+,8338,4661,3119,731,3476,4962,6399,9211,696,8327,8122,4326,7048,76,80,5564,6988,6849,185,8225
+,7614,8129,7132,7776,2795,5745,1264,3785,732,6497,5840,6880,7404,7902,5859,9591,6562,5180,4114,7464
+,9379,4678,3138,128,5695,4857,3515,8577,2426,1879,8686,6941,3575,6032,9739,8282,5240,1730,3236,2664
+,656,7917,723,5933,9705,8677,6429,5340,8303,7524,7895,9809,8210,4069,6515,9833,3857,779,6287,8101
+,7592,9924,2178,3744,8441,5479,9199,5469,2666,8983,6367,4012,1334,9034,6448,2560,2666,9360,5741,3915
+,6415,2306,2790,297,1553,82,7836,4221,6043,6680,3528,7018,3929,8495,2501,7337,8940,1718,7806,4566
+,9589,5267,3840,3802,1988,5764,6135,121,7,3136,4695,7148,3037,2571,1478,7279,3221,2203,5523,4609
+,9780,9803,1990,2277,3176,9251,3436,2691,8502,9768,3084,7023,5205,7541,5501,598,1752,7029,1464,4307
+,1419,153,2012,2259,5383,5282,4338,3982,6200,5395,1510,7899,7909,6526,7911,6928,810,5438,2127,5453
+,6780,4582,6611,8952,6683,9162,9182,6008,1363,6005,6626,7119,3610,5668,5604,4813,4699,4347,7617,5720
+,5464,371,4477,730,7371,7257,2898,2291,9608,2642,3355,9502,2182,3799,4914,5771,3242,2118,9744,8063
+,1243,342,8675,3261,4479,6412,5669,146,525,6179,7799,8447,7998,9243,8028,160,7270,5437,2292,496
-,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,7537,5870,9590,9059,3113,5873,477,3048,8138,7043,8007,5691,1619,7772,468,7636,5299,6731,2450,1301
+,9987,7430,9362,6818,6656,1089,7138,6860,8418,8982,6570,9793,3807,9939,7354,1890,1392,5393,5084,7437
+,5307,5137,9978,3307,66,6526,833,7970,2470,7081,8890,3762,8666,4082,6649,7751,8836,8218,501,2509
+,1668,3187,1388,1816,8413,4535,601,7258,5900,6676,625,4673,4439,3798,2991,3565,2594,8917,2693,3266
+,960,8895,4257,853,3785,9458,904,9866,457,809,7921,5874,7563,5995,6083,204,8504,4963,5787,426
+,6000,9560,9096,439,3850,1583,9495,5352,7965,4791,6301,4128,345,9150,4726,6355,7350,1882,7136,9530
+,3688,9713,6437,4188,9910,6440,7249,4000,400,8762,928,992,898,6808,48,129,7024,6843,9280,8306
+,5999,744,192,7105,5554,8568,1063,68,7111,3573,8289,2382,6505,8685,8749,8878,2139,7343,9012,8524
+,6741,6227,2985,8961,3708,4884,5865,7065,2069,313,425,1388,2092,1616,7708,9883,5932,6541,8797,3384
+,4899,3312,4588,504,8662,8905,4253,454,1051,7609,5686,4275,1719,6470,6629,7725,7637,3584,1225,5225
+,3601,4300,3095,2827,9959,541,8094,9287,6226,9288,5159,4642,3891,9596,8960,5579,7271,2831,2871,9033
+,2013,417,3676,2077,7464,1517,344,5824,5044,2526,8741,1554,1297,1444,8582,1441,3161,1157,2320,8302
+,89,4024,4893,8543,1545,9030,5860,7936,9974,7671,9835,1651,4994,7298,4176,1251,3179,7464,5851,8469
+,425,6379,5416,7997,5973,2302,3033,5116,4816,5419,3242,8137,877,5111,7576,2180,8857,1638,2482,9706
-,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3062,3029,3759,7539,3108,2202,9074,5147,1904,3486,955,9686,5142,5084,1733,2353,3822,8331,2837,6758
+,589,1981,7725,1344,6670,4798,222,3760,4725,1548,4710,2758,8813,5529,2239,6671,976,3982,381,6440
+,6510,211,9874,9377,6675,8366,2191,9187,3600,7914,987,7923,7158,6361,5185,577,2327,663,9441,2310
+,206,7016,5309,1075,4657,3871,8843,9291,9537,6724,9619,5981,6760,2377,1124,8995,5906,6876,6792,1606
+,6163,232,81,9429,3915,9390,2650,972,4745,3883,3146,3478,7732,4437,7271,687,741,9819,826,3724
+,874,7402,7369,7002,4174,1754,9004,9470,6887,3672,3820,3567,742,4241,1487,5204,3756,8394,7478,3066
+,5607,146,9761,1486,1940,8706,7019,6861,1818,5098,3958,4007,9363,948,3081,4950,8101,5739,6426,9053
+,2236,8933,854,9496,4359,5298,3824,962,8454,5749,3119,7441,8844,2194,6129,8596,7141,7998,167,37
+,858,506,5492,4135,3944,3683,7681,6337,1581,2337,1774,1598,194,251,9732,5810,5854,3064,5930,9858
+,599,3013,6286,2507,3184,2654,1768,4080,4126,3476,4245,6264,8358,8317,9308,1181,2898,8738,7168,4426
-,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8186,801,1286,2200,5778,8626,6894,4312,2719,9204,6529,818,8096,7365,5091,5118,2432,7132,9566,9971
+,8496,3806,9892,641,9245,1487,815,4356,927,1667,7451,1776,2141,2123,5883,2956,9441,7247,7636,9999
+,3092,5003,1075,3084,7854,9571,7311,3132,6444,2124,4083,1619,9771,2298,6104,8264,4245,9930,4213,9749
+,1669,8688,7546,5179,6024,9367,6031,6566,8936,6853,9860,4606,6934,7211,2326,4208,4088,4310,423,6917
+,7908,6397,2536,8644,6862,6145,926,8183,3613,2842,7440,9433,9154,95,7334,7166,1407,146,6092,4011
+,5038,5293,9501,3252,7667,7851,862,984,1183,7662,5345,2681,9411,8396,3835,6278,5227,6254,7810,1409
+,2447,4856,3023,4904,343,440,3281,2565,3906,7630,4120,694,7412,1275,8335,6213,4425,2272,884,9858
+,4020,6048,7500,9262,6181,5574,9420,3928,7592,8929,5809,9278,8774,5812,3785,486,6644,2452,1840,1454
+,3868,9368,692,8245,1399,2498,7808,8834,1390,535,4890,7220,3799,5639,3205,7978,6266,9198,3756,4425
+,3422,9239,8028,5700,4969,8704,6686,1277,8538,2286,7773,2910,9584,7616,7332,5310,4866,6619,6489,1188
+,830,2322,9429,5103,2424,9216,1808,6106,518,5848,5809,7234,2107,238,5340,188,6256,41,8778,5267
+,6757,8758,434,3285,7302,1765,6368,1703,391,5363,1699,7826,7855,15,8013,6562,781,7152,352,7822
+,7196,5250,4020,819,2934,4054,8581,4721,7390,3354,4562,7436,320,8332,5103,9774,9263,7560,346,611
+,4172,9197,5449,6832,6148,6782,871,6036,4739,5529,6018,2951,4181,416,7874,6038,6789,6224,2930,7161
+,4046,7946,1768,9406,987,3889,4136,8157,2920,2573,4155,4018,6737,9433,5559,3889,3974,9830,9377,6192
+,9186,495,3475,7975,3093,4798,3899,6623,1810,555,4551,5042,6826,9542,5697,2846,8057,1555,2511,3340
+,332,9721,838,8232,2211,6537,8551,5584,1631,7987,6499,8655,124,3690,3503,4081,197,2473,7221,44
+,5170,5590,4980,5743,6023,1362,3290,2385,8517,3565,3100,7223,2210,172,9426,5859,9457,9394,5024,5741
+,7321,4106,4313,7459,2785,156,9650,4199,666,6158,6630,3855,2487,1382,2938,2799,2261,4875,2164,760
+,8831,4460,7477,5115,622,550,4973,550,3544,6765,4806,7740,8822,6567,2433,3365,5333,2490,4153,9454
+,6201,3503,5058,5749,6334,5452,8086,873,2917,825,3047,2988,6623,84,2344,5014,5310,6831,2386,2329
+,5796,8762,100,22,7859,1213,7568,259,1144,1624,8488,4179,4935,9155,9650,2501,2267,3401,3277,1704
+,475,255,4354,4003,6460,3980,9749,6225,5855,1841,9706,3346,6028,7696,472,623,3877,2886,9516,5522
+,4801,3319,6064,3058,6021,6429,465,6016,3001,3545,6008,7581,5289,191,4982,7495,5419,6790,5523,9365
+,8861,7259,9036,5898,786,1582,1403,6849,7772,551,9501,4831,4550,6063,868,3160,6926,8805,173,6175
+,9951,4501,9038,5909,2239,7030,5965,8914,244,5926,6307,3502,9165,284,290,6465,4934,5740,6797,4380
+,2644,7549,3930,3561,7804,1806,5175,9141,8314,1228,9811,330,1276,5014,989,5990,1234,8795,3159,1061
+,6380,9650,2604,7998,5851,6241,3787,5534,2154,5954,9704,8656,2511,2455,6956,2348,3722,539,8003,6284
-,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,23,843,2238,187,7264,5980,3909,1323,8121,7121,7003,7122,4795,7213,6981,726,7406,708,4194,1103
+,4117,9471,4476,439,1224,5852,2769,2569,5709,5352,637,6513,2266,8431,1904,3194,1291,7780,2662,6200
-,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2143,1926,4205,5172,6861,3698,4192,2940,6843,134,4895,3715,5286,4893,9747,896,7358,8539,7850,4928
+,2651,3978,207,900,7626,5291,5633,6712,7346,5249,6188,4069,7754,5804,7870,8675,3065,5319,9755,579
+,4799,5226,3222,4207,9018,5113,5399,484,7435,119,3702,5979,1600,43,4744,7000,3818,8375,5260,392
+,6945,3042,4961,4347,4163,8620,8125,2490,506,7356,2797,5922,2673,5943,2225,2181,1377,6169,8992,4911
+,5550,1048,1962,8586,8079,7923,7143,5340,3525,7600,702,8395,6553,7744,1364,8983,7547,5798,4004,5895
+,1877,5745,1109,2611,2221,3331,9052,299,8159,5275,5911,7607,7495,1160,8444,1037,8643,3484,2621,2661
+,6870,1691,4968,5629,7388,9162,6444,6961,4145,9879,1526,2657,8840,8430,7626,8790,7816,9335,5031,290
+,6379,1491,3103,4266,4110,7825,3131,6194,3016,2502,2731,2986,8235,3544,7302,6434,8655,6472,1546,7627
+,6965,9158,8050,982,3593,4492,4917,2682,9357,1934,5640,1150,4328,6281,446,1778,7026,8575,2261,4248
+,3634,9621,9361,6293,6826,1930,4432,4644,8702,3757,4355,2554,2741,1972,7323,4050,3458,8644,5658,5987
+,7278,2753,647,3724,5142,7525,9459,8262,2898,9843,514,7447,9066,3329,6843,2673,3031,6625,8692,2224
+,5599,4862,7404,4136,2936,5469,695,673,3420,6305,2132,7779,1225,4357,132,6181,2806,5657,2105,4767
+,6486,9570,8430,8577,5461,5688,8800,8477,7501,4454,9705,971,4234,2010,2998,2706,5650,1418,6435,1829
+,5636,9995,6836,4645,4172,9494,2505,6375,4339,9393,3421,5614,4945,4618,7712,394,6971,3699,7878,3136
+,7452,6336,3519,8337,7697,5449,3777,81,122,202,3195,9228,7678,2037,2223,5102,3596,5272,5426,5913
+,1775,8003,7991,5154,5669,1344,5237,5637,9719,266,1105,2060,752,1408,6875,1272,9188,8016,576,1424
+,9766,7027,981,1540,1221,1482,6270,4983,1134,3839,8382,9382,6658,8226,7749,1051,9080,3946,9679,921
+,5037,9956,9979,8045,9257,9503,67,851,8947,2259,6523,2444,9224,5966,9589,646,2926,875,7912,7656
+,2070,6375,1376,2942,2229,9119,2045,4146,7606,1193,6622,9386,3947,4681,5238,8599,2334,795,7408,8970
+,3769,4358,8095,8445,7466,9223,4068,1597,7674,8980,5094,2023,3501,6639,5375,4121,4387,6053,5468,4356
+,3117,2110,7071,1316,8881,7020,4293,4407,5846,5294,6769,5938,1465,3953,5585,1717,4941,8686,4795,3986
+,3942,4981,2427,345,3754,3555,5696,2065,3362,7384,5280,5777,8252,123,3404,3274,5732,7024,1206,7155
+,3866,3421,5704,3612,2619,5689,329,2177,1680,4863,1648,55,2650,883,60,515,5126,7385,4532,1579
+,4237,5841,1700,2892,1411,6133,2198,5022,6065,2972,475,9682,8981,8209,1207,6514,3182,4460,5703,6560
+,1164,4590,6399,1295,1379,5889,9514,9777,5737,8804,1742,4845,2285,6135,2223,6292,6950,5270,8816,3380
+,7161,1340,111,2809,3008,1798,7123,913,2292,8370,6745,9071,5560,3077,2231,2155,9467,5302,9497,2465
+,6186,4233,7675,937,4257,383,5703,9060,2623,4158,5854,8590,2075,8019,7635,4211,7225,346,4428,9149
+,8811,109,5070,5886,8195,9004,4399,4430,5465,2971,6667,2432,5550,4433,4321,3220,4781,7561,7434,6275
+,8023,2902,4530,8346,2723,4770,9128,5202,9084,3047,6744,6726,8216,3087,6955,9615,6726,8647,6997,885
+,6057,7831,976,489,5109,7766,4886,300,6848,6684,9697,2513,6662,4381,4348,8401,6140,2942,8476,3287
-,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6369,1063,7971,2312,1607,725,7285,7565,9449,1118,2141,5200,4344,8865,3842,2333,1834,7585,6480,9553
+,9157,2183,8879,2641,6141,8882,4282,4617,194,1615,5955,7082,576,4690,6322,7796,9801,3488,5370,8097
+,6230,6702,1095,2347,1633,3638,1158,360,2421,8658,2518,5137,6987,5756,4148,4115,8996,7132,4929,3828
-,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3587,8853,8503,5450,463,8253,4107,2286,490,4857,226,6516,4639,3463,3347,186,6451,8426,475,3885
+,7656,8908,9179,7149,5980,2550,8609,5684,4356,6172,1467,1397,4071,6368,4885,7172,655,2259,8450,240
+,679,8510,5750,7842,2681,4608,5836,3804,347,1077,8013,6488,9970,1932,9699,2169,1084,1112,7535,9719
+,9367,4102,9794,1154,3961,6068,5072,6508,3037,722,4687,6518,5046,805,2701,4538,5346,7945,5314,331
-,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2389,5167,683,3759,6994,4721,6967,862,4806,7769,4796,3726,992,2932,3718,831,240,7663,4577,5313
+,469,6020,8771,3899,9648,3872,4989,5936,8840,167,7444,5202,6476,5523,3356,2142,3105,4808,5585,4744
+,5142,8542,7304,4103,2478,8048,7172,4430,5930,5679,4793,7375,5597,4278,6238,7768,3660,9518,3149,8355
+,7571,6301,2160,6217,2078,3068,2366,3119,2156,4374,6791,7195,4450,6495,7187,731,9468,7984,4061,5608
+,2462,2567,5615,7224,534,3246,3549,6019,5852,3569,9620,5537,4924,4639,4545,7035,4735,3648,1205,4165
+,6142,7747,9738,2099,9444,4836,1799,9289,9327,4845,2970,3273,3908,2448,8993,1881,509,5270,6336,5054
+,8886,9290,5978,9622,8747,718,1776,3933,1227,7946,930,2592,9717,5448,2908,6488,1155,447,7533,2875
-,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,7021,9700,3501,8562,9562,5860,8059,6053,7717,4556,6268,9763,9688,9947,8999,8231,1200,2961,7884,2589
+,9106,2964,7409,1485,2684,1175,255,512,3640,7332,5460,2336,3245,895,119,8332,1894,9299,7594,2234
+,3338,9185,8975,8505,8211,8746,5901,9940,6519,4320,7052,2395,7582,2697,4899,232,3320,779,3684,9881
+,295,5110,5177,4492,715,3760,6953,3911,3754,3413,8077,7929,4979,3538,5523,3809,9929,6127,4015,4304
+,1529,3518,3589,8035,5511,4474,6780,275,5498,7132,18,8911,390,358,4505,2734,5043,1291,5793,4567
+,330,6431,6462,9473,3562,5613,8154,1949,5240,8871,7132,5304,3956,5508,720,6306,519,3819,9455,7895
+,1801,4911,6385,49,9677,9970,7120,8302,3832,632,4007,5260,611,4496,3937,7935,2990,983,281,2882
+,8961,3083,4311,1341,9671,6205,1385,820,3188,6781,1134,8879,900,5756,4312,6197,1314,5976,9348,8699
+,5980,5032,6349,9737,3173,9270,4531,2268,9889,7690,8861,8622,7206,9843,1463,9438,375,6519,1012,4877
+,6515,9116,7214,5240,6326,1473,2813,7749,7103,8347,8737,8760,9079,1306,3766,5403,6930,9318,5845,7847
+,7521,8209,9097,1914,9323,4386,5111,9122,9852,5816,1174,3828,5955,4231,8941,182,3160,7383,4740,1337
+,4406,6464,6086,8369,5252,8874,9000,6863,3065,5495,5354,8893,3956,2641,5524,4631,1629,3833,2571,6265
+,5377,4565,5851,1574,560,4943,6603,7912,7173,176,5358,3576,4285,6535,7048,8435,3037,7308,1390,9285
+,8235,2543,5375,7973,1943,9097,3136,4417,4589,7508,7436,8317,2098,6545,4029,7740,3202,3464,4181,5949
+,8232,6909,2271,4567,4127,2369,7915,6101,9046,160,3774,2425,1353,1195,8956,810,9186,9854,2047,5723
+,5485,2054,3965,5646,8369,6570,9446,943,8892,4739,8202,3137,3256,5338,8871,4065,2037,8686,1003,250
+,6124,6867,913,699,6766,4112,3366,337,1564,2625,2688,6901,1680,935,7793,2907,78,8290,6335,5879
+,5073,9239,5964,6632,1726,7558,5731,1087,6040,1326,550,9157,1383,5120,2426,7754,8308,7120,5653,54
+,1514,6994,5306,465,1356,5623,2202,8155,9727,5648,608,3936,8861,4287,4048,4813,322,3821,219,9612
+,6325,7096,3985,6444,4365,5524,4936,3254,3123,7836,5901,1348,5423,8441,1412,4036,6996,9791,7379,7474
-,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,9487,8494,1723,4227,6407,8218,4835,5797,8558,2474,887,3834,3531,9043,8123,7547,6747,4145,1791,4757
+,6305,9301,9214,4678,3364,6104,4516,7491,9357,356,3990,3980,3933,1202,106,1289,4748,5638,9998,3280
-,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3211,2242,1073,4400,1065,8780,3315,343,6275,194,6395,3365,5384,7900,3853,1762,5274,9206,6624,4287
+,327,1247,1848,8769,1377,3209,6353,8841,8611,1950,5878,8774,5171,9846,9170,4148,6299,5040,436,6435
+,45,8927,3313,5307,881,7161,5145,9525,2003,9611,2012,8092,5649,8275,8345,6350,4022,6498,8477,1720
+,6948,2580,1796,9759,6251,9301,6961,8584,8164,3950,2902,3696,3152,5924,9213,8852,82,6698,8757,5718
+,4443,8477,679,5285,4284,4716,714,8761,5006,4613,6639,7310,5005,1404,7040,8351,1469,9843,9106,2501
+,2316,3176,6651,7128,8188,1555,6460,4822,1109,2989,8578,1979,7278,2341,3665,8887,6548,3052,3290,370
+,9857,273,3179,9996,28,2178,2497,7567,4077,8312,4210,7846,8134,5925,8986,4445,9433,5350,7119,9271
+,4124,4063,1225,6754,9402,8109,1004,1974,7800,9854,9834,1386,5265,8960,3503,599,4372,6347,4054,8638
+,247,3966,8063,346,8323,2121,553,8660,8862,720,8957,1174,52,6439,5788,6478,8265,2377,5634,8792
+,5652,7285,621,258,1677,3274,4501,3782,6602,2194,2507,945,6803,9179,8255,3412,9310,4027,8313,5884
+,690,2200,151,2038,1849,5623,9381,7701,5706,2617,4812,2506,9902,1103,1994,5510,145,1129,6861,5373
+,8177,5663,7982,9554,4218,1246,3450,2887,2904,7731,3789,501,9759,7985,239,9936,90,3145,1503,9767
+,606,7206,9710,8443,8777,1091,5445,2118,7592,6331,8445,5775,1538,2638,5563,3909,9640,814,3986,2973
+,5581,303,9181,3635,9474,528,1551,3519,8738,6374,9860,7706,9787,9062,6881,7039,5144,324,545,9080
+,8259,5440,4562,7442,1210,4175,8704,2711,4726,2019,9327,3578,5704,1535,2652,2899,854,2029,2595,7888
+,4984,7195,6057,2319,8263,8895,8546,755,1134,9005,1077,4018,8941,1398,171,2586,230,1226,9466,5156
+,6928,9481,9610,1416,6105,7685,8345,4616,8136,8530,9073,8686,1313,3977,390,7543,3834,33,690,8595
+,4258,2588,9940,5871,2764,4152,6285,5922,9598,6985,4544,866,2836,4594,4723,6337,4379,6879,4998,8785
+,3025,9007,1340,9773,5226,5154,4243,9060,5853,633,7872,4992,7141,3033,6321,9565,3021,7224,6285,3807
+,2231,2004,6289,4027,245,6726,669,3304,2514,7731,3404,3063,4413,5696,93,1987,6976,2193,78,1743
-,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6478,5342,4329,492,2700,4888,9214,7565,4388,4403,1102,6387,4817,5275,2679,2137,8717,4488,2895,5776
+,7323,1161,6287,5720,5231,9241,7769,4931,6191,3492,1196,4561,1853,5253,4353,9762,5301,7605,916,4127
+,3179,4150,2230,5267,4946,3498,6120,2931,4270,4447,9233,1950,2871,3400,3188,5166,9591,7240,4449,8313
+,6877,2061,5973,4686,3102,3836,9153,5124,4503,5273,388,5253,2930,8091,5077,4216,1523,2826,4276,2683
+,8351,1766,7440,8925,9155,6941,1204,3903,3261,9699,4259,3827,3519,6690,3712,1858,1983,6614,9063,820
+,4194,5015,8506,5374,3094,1741,9572,5339,4335,4511,7732,6658,5589,6144,6055,201,6455,7267,2419,2417
+,6203,9486,720,2642,5008,4633,6619,174,4051,4851,125,4509,8920,2046,6909,9864,3100,1989,5261,1536
+,8282,3019,2007,6018,3224,6749,1040,7247,5931,6325,9994,2281,1913,5487,9367,4618,6987,7283,374,7251
+,4277,3833,8775,6956,5233,7051,3281,3562,765,3544,733,3894,8111,4955,189,5787,572,5326,1629,3917
+,3737,2963,6631,4387,9303,4705,5545,9031,1255,7964,5571,7600,6971,1031,2359,1219,1228,9650,934,3356
+,423,6049,1552,8636,3817,5110,8801,6720,6606,5554,2140,7320,4901,4541,2124,1865,5073,4487,3453,885
+,2239,9656,4165,429,7427,9805,797,5392,1845,2273,4693,8103,9186,4016,5015,908,516,4112,5317,5577
+,9285,3738,2154,73,1432,8450,2204,6877,2613,6611,8157,9490,5391,2938,7108,6083,8977,6843,436,9069
+,8442,2225,2636,3380,9130,561,2221,6624,9481,737,6679,8119,5859,3647,2766,2189,3468,9919,6565,2974
+,5901,1484,174,6177,6107,8629,9579,6850,9131,6079,8129,5689,9710,6226,9965,4559,5984,5614,1042,8141
+,6439,1597,1727,6119,6548,7445,6743,3690,925,7387,5692,2865,6158,760,7612,6565,4105,4785,2935,5947
+,3286,2590,703,3847,170,9598,4884,771,459,4670,2129,3455,6617,9846,5630,7098,6048,2591,6257,7836
+,3673,9271,2262,8075,550,1497,4214,5969,3552,6783,1265,2341,2492,9405,9249,7716,7382,6287,2891,9592
+,7123,1181,749,3013,7651,9011,3369,2759,1192,296,3273,1634,8504,1632,1441,4791,6271,733,8128,7808
+,7227,2607,9798,768,4879,808,3611,4983,9281,412,4194,9471,8126,6301,4093,3763,8415,8262,2984,421
+,6557,3311,9434,5974,4673,854,5756,315,6981,988,9899,7994,7757,3899,5679,9382,2932,2348,8905,111
+,4570,5671,5544,2544,6346,2865,9179,5811,915,5534,6143,2360,8819,5908,5550,4924,1907,9021,3213,603
+,9674,8718,7336,187,1438,3476,7124,1400,9452,1726,8460,4956,504,7693,2326,3519,7354,821,788,267
+,5343,3513,3986,2089,3127,9583,4431,6135,3080,5814,3700,4933,6566,9560,698,8976,5201,2107,61,425
+,5894,2137,3863,2305,7024,8492,2973,6418,4131,541,2768,9739,2490,906,7796,1772,2472,7707,9381,8469
+,4842,6073,2249,3690,6532,5322,3651,6815,7295,7253,2405,2643,3653,3274,144,9631,3540,3376,7888,9703
+,8845,2961,82,3857,5580,8849,9708,47,5258,3504,9805,6948,5101,8244,6814,6276,7144,5483,5476,6082
+,4476,8101,7850,4156,1269,2062,71,7301,1631,6067,6589,9390,5116,1577,5707,7528,9548,8400,400,1826
-,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3464,1659,5166,368,5295,4999,8195,7677,1515,361,7164,3171,8124,1416,890,2492,6622,9724,7358,3799
+,9025,1980,5722,6307,6499,4467,9042,3870,3523,4501,5683,5239,3545,8193,5784,1646,2576,5584,790,5651
+,7405,6786,9069,8051,9027,1690,826,1435,2890,2839,3771,621,6665,1950,7392,675,4415,5817,3157,3119
+,9267,1241,3139,9432,2819,2513,5053,8732,6414,3539,6507,8745,8529,1583,410,3783,4426,4997,7316,7750
+,1251,8977,5194,764,5825,7972,6076,7753,3950,4046,3432,4027,483,439,9125,7562,8907,6009,9458,6485
