OP,A1,A2,A3,A4,A5
-,126,0,0,0,0
+,8570,3872,2176,5173,6920
+,3718,6760,6874,6442,6988
+,4660,7644,8451,5519,1095
+,8510,4924,5746,468,5432
+,4567,3706,2157,6639,5183
+,8013,3194,3015,3231,7802
+,8037,8353,7891,9641,8909
+,7188,7037,891,8674,5562
+,2037,4506,9850,2930,3485
+,8537,1466,9169,2767,2282
+,4984,2272,1724,8826,1616
+,7252,1045,6110,1979,3219
+,5483,9164,9366,2834,917
+,7533,2465,2747,2545,9887
+,3714,6066,1633,8401,2558
+,7400,5711,7031,167,6516
-,611,0,0,0,0
+,1888,3345,7323,8657,8653
-,942,0,0,0,0
+,3001,4599,7687,7173,1815
+,3296,3812,4212,361,973
+,5810,4507,8411,6872,7015
+,3730,9561,8615,9614,7798
+,4384,983,8831,5741,9420
+,3609,8866,8497,4023,2447
+,7452,7109,2931,4452,2535
+,4094,119,134,1021,3405
+,5435,1459,8576,1974,911
+,4451,2277,1848,4081,1238
+,3661,2915,8788,1003,9793
+,3650,8161,5096,6752,5084
+,9513,4847,7319,5237,3572
+,7418,9251,7348,7023,4977
-,627,0,0,0,0
+,4971,7690,4994,6119,7482
+,6156,4928,5777,4843,5927
+,7734,9546,3742,135,5288
+,4541,8336,9371,3071,4160
+,7448,5317,8439,9353,8364
+,7528,8814,5560,4580,9848
+,4493,2324,32,5419,2829
+,1581,9271,3722,5492,4249
+,2710,5582,9221,1208,7440
+,8166,7952,2027,6312,9760
+,5092,7984,3206,9352,8181
+,2571,1196,2824,6013,2639
+,1488,5991,2255,1971,4979
+,3639,1199,7393,4120,4828
+,9839,2996,5489,8560,6221
+,3813,8866,9858,7057,4686
+,2243,9055,2585,7975,4053
+,8392,2986,9365,4261,216
+,264,6496,7599,5381,9914
+,7807,6101,2419,1870,5901
+,9065,1969,8869,1967,9006
+,9587,9766,7237,5674,1494
+,1378,2298,2055,274,9680
+,5812,3956,4310,3562,3500
+,2206,4763,7446,6074,3062
+,8842,8024,9558,1070,9572
+,8735,3273,8074,6845,1733
+,4120,6443,5986,2169,8621
+,5232,606,8709,9942,3247
+,9483,4711,8596,3534,3355
+,9048,3400,3188,2883,3591
+,9335,7748,3750,2242,1871
+,4052,5339,5744,9965,3202
-,954,0,0,0,0
-,768,0,0,0,0
-,400,0,0,0,0
+,4532,9763,4980,4681,9116
+,4419,6871,5759,4346,1899
-,270,0,0,0,0
+,6471,509,4367,5970,4131
+,183,3024,9412,8407,8837
-,417,0,0,0,0
+,491,1440,1963,6205,8749
+,8963,2484,9569,3601,1442
+,9011,5628,6679,5748,4042
+,4603,4009,6197,8358,1099
+,2374,8722,442,9700,8793
+,8561,5933,1908,1949,3583
+,1442,8277,1896,5896,3732
+,1902,6457,2042,9451,5121
+,3124,8496,7651,8363,9349
+,4032,4577,6452,5563,9220
+,2611,7020,1810,9365,2719
-,450,0,0,0,0
+,4212,8867,1108,4059,2771
+,615,7145,1605,6154,326
+,624,9631,8341,435,705
+,5102,477,7078,7133,2271
-,554,0,0,0,0
+,2178,8834,1724,5525,7053
+,4994,2622,6664,5786,9439
+,6767,8122,13,8894,4090
+,3619,2935,2119,537,578
+,4513,136,2655,3928,8490
+,4030,4215,6948,6844,3484
+,3562,5665,3380,1738,4365
+,9307,250,5144,7701,8429
+,9898,741,6055,8829,3720
+,4443,6566,4881,4704,5320
+,1829,6580,9341,9044,9078
+,1130,8221,6147,2308,7319
+,2733,5986,119,7406,6520
+,1386,2406,5121,8787,2483
+,4333,2086,2513,5745,6226
-,450,0,0,0,0
+,5708,6488,9241,9870,5382
+,7982,7637,8608,9803,7999
+,5743,6100,651,2116,3824
+,1708,2353,7722,722,5444
+,5947,1360,8615,7980,871
+,5065,7327,9974,4804,6999
+,3986,7134,5712,5821,8063
+,5776,2131,9469,1117,7818
+,3524,4492,6170,9914,423
+,2577,3893,4681,4338,5336
+,6155,8365,1005,6916,4510
+,4369,717,8197,8014,8762
+,6846,4261,855,3043,6669
+,1904,4645,2792,3959,7129
+,7843,2336,8639,2424,267
+,6409,7639,6831,6046,278
+,6094,3922,7070,8958,5797
+,9840,4146,4120,1922,3627
+,1286,8748,4492,6421,6219
+,1247,2878,5623,8295,6634
+,2300,1504,8574,434,2305
-,363,0,0,0,0
+,4277,1225,8800,8141,7215
+,8606,2005,8047,9277,4068
+,2465,616,2302,7519,7344
+,7900,8774,8755,2452,2551
+,7193,4152,6498,7377,7431
+,4907,5564,1706,218,1676
+,1766,9231,5787,4857,3355
+,7929,7738,2387,5107,2973
+,566,7573,9462,7683,2761
+,8298,756,1485,167,8360
+,2618,4959,2979,2108,7175
+,3228,9715,4530,3383,7557
+,1588,6662,9174,3411,2300
+,9236,5567,465,8539,3085
+,1333,9586,3271,196,7150
+,3308,5217,3653,8782,2132
+,3172,3376,6963,3707,2727
+,5262,3953,3925,9990,4418
+,733,3357,424,8573,4836
+,1339,4871,6237,7203,6278
+,2346,4842,4985,8547,1661
+,7744,432,8281,8355,3569
+,4396,9430,1525,2956,5923
+,4710,3307,9515,4354,3965
+,9181,4740,3864,9716,9391
+,1266,3931,3996,9605,1889
+,3662,6847,5948,6794,7401
+,7149,9424,8038,4318,1447
+,8564,9652,7933,5527,8149
+,1382,8579,3392,7640,2679
+,6107,7940,837,5756,4253
+,4672,6324,6703,4955,6283
+,8220,5520,4660,7293,8157
+,8422,6408,5025,2121,207
+,3499,3194,7799,6555,5126
+,4837,717,9150,8351,6273
+,9010,8224,5700,1442,6183
+,2957,7149,1027,7176,4226
+,4877,3018,7058,8220,3634
+,450,4143,385,9971,2215
+,4340,248,2259,6891,8159
+,1405,3792,9316,2789,4209
-,625,0,0,0,0
+,9674,372,9453,7799,9033
-,910,0,0,0,0
+,3402,5204,6322,1404,4751
+,4507,7156,1323,4533,7873
+,1733,1998,3805,2861,761
+,3376,5693,5181,3398,3558
+,1051,671,2620,5829,6738
+,2342,9233,147,4203,8358
+,9314,2695,9023,6536,5806
+,3667,9192,3877,9138,751
+,5411,4329,1632,3422,6784
+,8243,3027,4664,8326,8356
+,1879,9630,3673,3456,4836
+,8382,7462,1149,1265,2186
+,6262,7929,7266,6487,6934
+,8381,9399,1013,3943,7189
+,5755,4249,4426,7661,2628
+,7284,3825,1135,4829,7744
+,3276,2170,8717,6708,3893
+,8453,9431,7811,2911,3334
+,1958,3586,4865,1471,6417
+,5862,297,257,8461,2907
+,956,5648,9942,6159,3515
+,5318,1826,1933,278,6402
+,8931,2838,5462,6338,5693
+,1225,8763,986,2812,600
+,5681,7110,6980,5402,4706
+,2511,4403,3571,4759,1083
+,5402,4316,746,740,645
+,1004,4579,8343,638,5162
+,1545,9465,8789,5775,5131
+,4593,8320,113,7462,6957
+,7491,9856,3685,6640,6958
+,4539,6566,3400,6289,2916
+,8416,8489,10000,531,6485
+,8021,702,4593,5318,6190
+,5706,2643,5981,9621,8240
+,1561,9485,9340,5169,2857
+,8987,6641,4530,4488,786
+,9783,9957,8539,7773,8756
+,7121,7692,3289,8674,1621
+,8608,5090,8545,4648,7781
+,8710,5345,780,6829,3597
+,49,9087,9942,6460,9276
+,5534,8058,5686,874,4310
+,4999,3927,132,9438,2571
+,1662,8995,8892,8443,2377
+,3807,6978,3131,8625,306
+,6837,8767,8033,1648,8535
+,1682,5063,248,7643,2348
+,8164,3336,1973,623,2366
+,8759,9689,1083,9293,5607
+,6474,2939,6855,6192,75
-,853,0,0,0,0
+,5793,8949,6554,3774,8273
+,4882,1125,710,70,8547
+,8707,7623,9255,9337,4349
+,4515,4877,1136,4568,3835
+,3174,7598,7615,9708,6027
+,8919,4834,6699,3918,8973
-,791,0,0,0,0
+,5174,6141,3199,7818,3533
+,3014,4605,7094,3590,2339
-,718,0,0,0,0
+,1730,6355,5733,4135,9881
+,6235,4339,702,7084,1982
-,508,0,0,0,0
+,1485,7740,4799,582,9911
+,6876,7577,9534,8114,7330
+,4352,9383,2238,3463,7980
+,2201,4846,6099,6412,8212
+,177,1033,9136,5363,6899
+,2623,8568,6057,6998,396
+,1094,2566,8392,2338,6068
-,337,0,0,0,0
+,790,7067,8973,2684,6871
+,4904,2961,9778,6999,7041
+,5016,7154,1109,2820,7706
+,347,2978,9582,7267,1189
+,4675,3364,4518,1703,1105
-,122,0,0,0,0
+,4391,7194,4105,1988,8525
+,1882,8989,6938,4493,3557
+,8666,7454,8983,6074,4663
+,6325,5561,5824,8665,821
+,1030,4427,9237,9272,6058
+,2656,5174,5518,3105,3842
+,1699,728,4520,7042,6743
+,587,9252,6378,4161,268
+,8609,8922,738,4211,355
+,7085,11,1046,9212,6243
+,1034,4533,3249,1744,745
+,7224,171,12,3185,4307
+,240,9464,6712,4668,4621
+,7790,4913,1787,2307,869
+,3510,912,2201,918,2052
-,106,0,0,0,0
+,7616,4265,2874,2883,6615
+,3865,304,3708,1655,662
+,9194,4347,7330,174,9300
+,4849,8550,8987,3896,7323
+,9749,6020,6425,6582,7193
-,501,0,0,0,0
+,9988,5468,1721,9593,4043
+,7994,1815,4502,1451,5403
+,2375,9183,1015,4634,3979
+,1604,7447,7407,6860,2370
+,703,8931,3276,7063,8866
+,3421,1462,1786,1247,8438
-,10,0,0,0,0
+,9907,3392,9756,1175,6974
+,4168,9077,6342,4206,2037
-,932,0,0,0,0
+,2271,9954,708,2215,2449
+,4768,4951,10000,8593,61
+,1997,3138,2403,879,9400
+,810,648,1827,711,6428
+,4550,953,6686,3564,1142
+,7725,9697,3018,8081,5524
+,6075,764,7389,692,4354
+,3356,6118,5474,8756,1479
+,5251,7952,9737,4650,7365
+,7283,9786,8395,209,1582
+,8133,3937,6550,5398,8531
+,4632,1662,8233,649,9195
+,6802,4590,7748,1620,3777
+,2755,8118,5178,2974,4029
+,8266,6373,9969,5626,2418
+,8980,1562,2413,4344,9478
-,919,0,0,0,0
-,417,0,0,0,0
-,691,0,0,0,0
+,3429,9701,7607,3283,7741
+,3252,665,3740,7183,689
+,6046,7578,351,9494,5565
-,410,0,0,0,0
+,2136,4051,5272,2812,5906
+,2965,5243,5889,8912,1973
+,1734,6755,9326,1778,9020
+,2726,1327,530,2789,6357
-,452,0,0,0,0
+,3733,2069,351,3836,6599
+,7147,1088,4709,3815,7022
-,794,0,0,0,0
+,7579,5019,81,4705,7242
+,3368,4950,3495,9692,2640
+,1273,4089,1171,7736,2064
+,1931,6243,2337,449,5002
+,9174,127,1987,9198,450
+,769,9292,9717,2089,5480
+,5196,9855,2238,3901,1638
+,3317,4680,2591,4254,7760
+,5298,6236,3966,4581,3153
+,2952,7480,2117,9573,3079
+,8380,7956,1329,9639,7211
+,8385,5451,9251,2805,4841
+,4818,963,5103,5213,5259
+,8248,2361,8142,7471,8508
+,5701,5611,4757,6890,1452
+,1762,2041,697,1911,2894
+,5424,8934,3972,9892,304
+,6765,9073,8875,2012,3244
+,7769,1504,7401,3882,1349
+,5404,4435,2579,8410,2381
+,5492,5866,3212,4851,1650
+,3634,119,9941,3155,2419
+,7536,9105,3415,6601,7511
+,451,6170,6009,2690,152
+,5260,8698,1108,8976,1960
+,5221,1893,2071,7910,9914
+,1294,4329,3738,7011,3723
+,5626,6987,2610,4924,7230
+,4702,5969,9641,3413,1370
+,3808,7427,8453,2771,725
+,7218,147,7400,7462,6136
+,9125,6779,5555,8008,4151
+,7559,5006,2605,9938,9382
+,8927,5460,9539,6288,4626
+,6830,5813,8905,9657,4358
+,5498,3019,2346,3876,2156
-,978,0,0,0,0
+,5873,6239,2901,960,4558
+,2484,7923,4075,5404,4525
+,1809,6711,1647,3450,2243
+,4613,6885,6524,1068,5159
+,892,3604,1421,5262,5451
+,7739,6762,2635,5435,931
+,2865,4731,3251,6072,7273
-,633,0,0,0,0
+,1210,2786,29,2285,8152
+,1431,103,4514,2474,1092
+,9824,8593,7290,9117,108
+,3784,6993,7028,4472,2560
+,6524,2947,2640,4869,7818
-,601,0,0,0,0
+,4202,7726,4831,1765,8386
+,2173,2161,8851,6967,165
+,3034,6829,4847,6566,278
+,4663,6162,1281,1539,6992
+,1321,6099,3285,5607,3251
+,611,2902,732,6094,3690
-,742,0,0,0,0
+,4310,8024,8375,4889,4294
+,4439,9086,9608,386,5463
+,6203,8479,845,3759,6099
+,9365,7925,8701,9933,3007
+,8276,1243,5591,6824,3701
+,7333,582,1326,8351,4523
+,2968,9178,9653,1244,767
+,2761,4686,2216,5090,3442
+,9917,1452,3150,3923,9471
+,6681,4900,5182,7622,3578
+,1947,948,7248,5638,2424
+,1688,6693,3939,7485,4677
+,737,3678,9930,8769,9811
+,8008,838,2137,5467,2423
-,943,0,0,0,0
+,352,8520,9722,4678,9475
+,5623,3358,2376,8419,2383
+,4889,1071,856,8212,4832
+,86,56,3631,3397,3159
+,1818,8426,4504,1455,4685
+,520,1087,7956,7200,5612
+,5953,447,8452,9448,7474
+,2297,145,646,1677,6971
+,3144,9389,7680,6130,4595
+,3113,7690,339,3779,2188
+,6737,8974,820,606,5356
+,5378,3137,5113,2619,8578
+,6250,5498,1110,1210,8924
+,3840,7511,6331,2252,6009
+,8113,9654,4940,2132,7179
+,3683,7998,3276,4285,5102
+,1869,3199,6253,5596,1319
+,9527,4658,9315,2288,4803
+,9183,7283,8364,4404,2945
+,1291,8841,8136,1492,250
+,8180,1902,1701,7934,9021
+,8273,3392,1142,7814,7009
-,742,0,0,0,0
+,4383,8883,2231,335,1002
+,3102,313,8633,8253,1096
+,7916,4995,4834,2615,4277
-,395,0,0,0,0
+,266,8096,4907,8556,299
+,6266,2941,8875,1462,5498
+,3378,3886,1550,2402,6083
+,5846,546,4570,5108,9795
+,844,224,3763,931,9005
+,2121,4834,8069,7353,3126
+,8934,2074,6436,1187,2554
+,1482,6023,9362,5434,4898
+,189,9674,2263,6207,3865
+,4733,8070,9623,6610,9967
+,9739,5572,8431,7789,4966
+,8700,6175,164,4815,4403
+,7823,1764,7284,852,9630
+,7427,6026,7602,3565,7117
+,2829,790,4091,2177,4003
+,2161,9459,693,9937,1976
+,6141,4638,1452,6922,2565
+,4562,7612,6115,1388,2770
+,2319,9057,6598,5353,606
+,3301,2299,473,7518,220
+,6652,8332,3726,3216,9486
+,7257,8771,548,319,5601
+,4083,7380,2904,523,8025
+,9030,548,8520,3849,1317
+,3400,2181,1864,9101,6500
+,1319,2475,1570,5353,658
+,7047,6255,6196,9316,9208
+,913,8309,9244,4045,7023
+,5354,7525,4510,5602,9572
+,795,8234,7370,8965,1413
+,9049,7361,1506,8950,3050
+,5115,4262,1952,7886,7501
-,942,0,0,0,0
+,3332,1622,8051,5753,1203
+,7091,1894,3091,990,8235
+,7334,5830,2083,6586,2319
+,988,5637,9361,3471,5893
+,2502,7919,8996,9474,2047
-,101,0,0,0,0
+,9354,4233,9180,8993,5665
+,192,177,1458,4150,7379
+,416,4596,1382,9463,8576
+,6690,9854,1696,1133,3943
+,5772,313,5097,6448,6627
+,5304,1086,2189,1369,9790
+,4263,7032,2496,8620,1698
+,9805,9612,9352,2027,2133
+,9909,6916,9744,9700,9007
-,583,0,0,0,0
+,7574,9083,5761,3853,1401
+,6698,4944,1871,695,9941
+,6984,3658,6009,2618,8186
+,1955,6728,4103,5613,2537
+,7968,4651,3644,9382,5646
+,6421,1996,3297,3303,740
+,9761,8957,6923,4010,8663
+,7805,8103,2797,8975,5158
+,8699,5010,7726,6047,4232
+,4937,5550,495,2754,7115
+,8696,7452,8803,9180,158
+,9466,2345,1116,2242,5765
+,704,7010,6210,468,6246
+,548,6465,1118,9808,8356
+,890,9413,6340,7206,9272
+,3061,5106,3811,492,811
-,727,0,0,0,0
+,4457,5977,9874,332,6078
+,3753,6796,886,5737,917
+,7015,6402,7011,2708,9312
+,9456,3392,4770,8054,3849
+,2277,9346,2044,9726,4182
+,6433,9378,7726,4048,9174
+,2921,8283,4244,9465,7133
+,543,1345,2799,4023,7216
-,459,0,0,0,0
+,7451,7826,6933,2054,4748
+,7369,7117,3294,2952,3327
+,3207,2129,708,4964,7789
+,5740,3192,1577,8180,6979
+,5775,6319,1193,1864,9744
+,2885,4647,7442,3155,1741
+,8951,6751,8257,1891,8851
+,4121,6983,8444,3675,6456
-,455,0,0,0,0
+,8787,5092,1948,8187,4504
+,1617,1311,4267,3271,3842
+,7675,3684,6608,9635,2591
+,5773,8088,5088,9209,1403
-,790,0,0,0,0
-,906,0,0,0,0
+,5427,11,6671,3641,7110
+,4309,9273,9787,2913,8764
+,327,5179,2142,9416,2094
+,6538,5291,6559,4279,6971
+,4732,2055,2163,7961,7698
+,9093,6445,977,7734,9920
+,7626,8542,301,4214,8470
+,8384,8438,6372,9484,6897
-,315,0,0,0,0
+,7810,4901,739,6552,4669
+,5223,2141,7713,5488,4836
+,6277,4123,3549,8711,3639
+,9726,6412,6910,976,498
+,8873,8725,9006,4220,1290
+,5841,9355,5695,8289,7506
+,7692,6780,2005,1532,5565
+,3806,7355,6567,6013,8909
+,4826,5201,6832,6912,5736
+,7663,9949,9629,5914,8178
+,9449,1627,3575,5472,2027
+,1244,3064,2139,5724,3566
+,1129,2766,4164,3818,9740
+,15,8843,1543,955,8375
+,2379,8859,6186,639,8692
+,7766,3381,873,7070,5703
+,8062,6048,9918,886,6609
+,6855,2408,9876,8263,6230
+,8219,8130,4110,6060,1030
-,201,0,0,0,0
+,6649,5675,2986,6191,7417
+,3032,2194,2522,9478,3954
+,5213,5021,2082,8056,1173
-,570,0,0,0,0
+,8659,4139,3902,2862,3875
+,7230,7713,4328,6300,4236
+,1280,1613,409,9306,306
+,621,4282,10000,3151,1312
+,725,8261,2314,5246,9699
+,9131,1829,3919,5920,897
+,1056,3905,8248,599,3994
+,4125,2315,8884,8294,4374
+,2607,3371,3890,1608,52
+,294,367,1242,4401,6945
-,5,0,0,0,0
+,8579,6934,2246,5421,9722
-,90,0,0,0,0
+,950,2510,3553,4078,5733
+,8728,6200,1839,1476,3644
+,6074,5664,5437,6828,4738
+,6192,1254,721,1577,22
+,6000,7683,7082,3737,6207
+,1105,6866,9721,946,4628
-,89,0,0,0,0
+,699,7154,2059,713,1875
+,5036,5337,6796,3844,1277
+,3672,5722,9364,1304,2151
+,326,5493,2109,6045,5688
+,6417,7393,4508,3740,4567
+,8745,1966,1764,1867,1235
+,630,2493,428,5854,9378
+,5678,3944,4560,2906,9079
+,3654,9769,6155,6173,3194
+,8262,1927,1157,5152,6931
+,874,2835,6598,8218,1857
+,6513,7826,4684,7937,9756
+,5652,1474,9859,3649,1003
+,664,9129,2974,1785,999
+,3953,2543,8679,6677,4394
+,108,7314,285,612,4143
+,3685,5496,8210,223,5906
+,1988,4281,2489,4798,4697
+,9306,1265,3478,6586,7310
+,1301,7196,5730,2462,9154
+,4503,7757,5447,7014,2732
-,551,0,0,0,0
+,3867,6493,6881,3316,4945
+,8545,493,9275,352,9476
+,5342,8794,3413,9056,1869
-,533,0,0,0,0
+,9952,2292,4738,9374,1384
+,1922,3256,9979,4168,4585
+,6503,3528,7457,9829,6140
+,4564,55,7982,7616,3602
+,9813,2512,5385,1287,7336
+,4964,5550,3607,6381,8911
+,2017,4308,1961,4589,4088
+,4147,5742,4798,8532,5514
+,1126,6642,2306,2725,9296
-,90,0,0,0,0
+,4015,4272,8701,4648,1398
+,7207,3951,6784,2910,3732
+,6034,1276,1054,8924,3837
+,3927,7797,3213,867,7991
+,4155,1442,5913,4918,4445
+,9756,3093,6911,8167,8725
+,4919,9337,2824,3451,6051
-,146,0,0,0,0
+,9651,1047,6799,7563,4574
+,9533,6918,2782,2593,2314
+,5162,7651,9455,975,8818
-,1,0,0,0,0
+,4727,8279,5774,6450,3862
+,5766,9915,3250,9707,5134
+,1229,7294,6124,1293,1074
+,255,5773,26,3656,6228
+,6380,1694,7630,3945,9095
-,310,0,0,0,0
+,2979,9394,6342,4989,126
-,734,0,0,0,0
+,5447,5428,6995,5427,599
+,9951,5370,150,5762,6338
+,2241,7968,1748,951,9241
+,4699,7718,7514,856,6826
+,9701,959,3802,4685,5488
+,6634,4977,5839,919,888
+,5691,7023,3878,2649,9696
+,5578,377,783,9428,5598
+,5068,2781,3120,309,9870
+,1062,6409,1888,1205,6331
+,7076,8813,5778,5925,331
+,6480,5282,5852,9746,2641
+,561,7940,6368,63,8603
+,5869,7377,8355,8795,3953
+,549,162,4233,7371,8487
+,7185,3946,8998,8328,7983
+,8463,9894,8358,1763,5244
+,1614,4846,4704,4581,9336
+,1403,2665,6000,776,8830
+,3689,7809,1945,8652,6061
+,4491,2580,9526,2866,4334
+,731,3053,8551,9246,7203
+,3326,9056,3464,6541,7708
+,3422,6036,7354,6124,7794
+,4805,5202,7604,7118,208
+,1677,7037,5866,5954,4343
+,3446,4625,1122,3465,2829
+,5297,8872,251,265,6773
+,7438,6549,8838,2802,823
+,1177,66,4360,109,9466
+,8354,873,5318,4048,8856
-,349,0,0,0,0
+,9627,3595,4203,1553,8249
+,5946,2011,5803,6747,5406
-,722,0,0,0,0
+,2490,7876,5350,9213,6905
+,5159,3552,2763,3598,2244
+,1671,5914,6527,6416,1580
+,4055,2106,7519,2282,9739
+,8483,8383,2486,657,721
+,8505,6060,2035,4085,5107
+,974,2030,2263,7018,2030
+,6152,8064,6281,4966,1797
+,3487,1709,775,1648,7000
+,3803,7667,1415,9302,5701
+,3996,8634,4451,4741,5383
+,8140,2544,7897,9727,8704
+,2772,8152,8888,4696,4359
+,2771,1644,3036,3783,2170
+,5061,5394,4955,9959,5490
-,64,0,0,0,0
+,3126,1207,185,1407,9563
+,6718,5708,7815,5137,9544
+,3721,6910,4362,6461,315
+,7066,4305,3374,5041,6804
+,8967,1368,7154,5459,1825
+,6800,5388,9301,9968,3561
+,1704,905,6738,8651,6718
+,5720,5676,3925,5590,5947
+,4908,9794,1374,5991,9354
+,4898,9860,4145,3107,5542
+,941,8280,7443,8598,4814
+,9471,563,6098,9296,2635
+,3741,6312,3311,9555,547
+,9940,8730,86,7279,5953
+,6238,178,9534,5110,811
+,7183,9155,8883,128,871
+,5529,987,8725,1806,8998
+,4431,5314,8250,9537,9165
+,8633,6521,1311,7931,8051
+,7995,4366,362,2632,6120
+,5,6513,9123,360,9036
+,4945,7143,9321,5615,644
+,9584,1791,2910,4723,3398
-,917,0,0,0,0
+,8826,532,3260,7689,2501
+,9073,4814,8053,9233,4560
+,2132,4973,4949,7100,9465
+,716,2196,6193,1969,7157
+,6436,914,3434,3686,9651
+,4004,2975,3398,2571,7332
+,5615,2471,5462,976,4368
+,6552,1984,7725,2431,6809
+,3691,8520,4231,2613,2455
+,7237,7964,5291,5458,8611
+,1170,1790,5609,4071,4374
+,6233,5244,169,2059,2124
+,1406,9664,5617,3152,5851
-,204,0,0,0,0
+,4413,1190,5739,4113,7704
+,9130,3830,1999,7654,1203
+,9085,1726,5908,3708,5841
+,8715,1454,4444,4079,8072
+,9862,2397,8803,7820,8217
+,3567,8524,3484,142,3707
+,1873,2980,4857,7310,8809
+,3426,7954,1702,7431,7678
+,8760,8659,2921,7934,9937
+,8917,8962,8487,3323,7269
+,3493,6702,9356,3942,2546
+,370,1963,7375,3496,3859
+,8902,4974,5917,2567,6982
+,809,2086,409,4012,5693
+,8038,3564,4643,3991,9175
+,7001,7045,9869,6316,9651
+,7335,518,7459,457,1035
+,5729,263,7926,5307,7154
+,3845,6356,6947,7423,3152
+,6587,3279,9786,914,3123
+,3922,7536,3390,2710,458
-,955,0,0,0,0
+,3819,4752,5465,3282,2254
-,800,0,0,0,0
+,1006,246,1840,3870,5976
+,1329,2337,5961,6701,6660
+,4054,1403,2313,6068,9509
+,8050,3070,5873,2769,2109
+,9044,9908,6967,3500,3346
+,3297,7992,5040,111,2152
+,3340,6709,5684,9786,7645
+,5760,5146,9732,5147,6363
+,3355,7854,7139,8366,2577
-,707,0,0,0,0
+,4267,6031,5673,825,9820
+,2638,1452,6798,4286,8899
+,8401,3613,210,4147,9430
+,7991,7898,2368,7593,5777
+,2451,9215,6995,1380,2448
+,2811,8179,7921,9339,3362
+,5695,7084,6786,9252,197
+,7647,1462,5535,6469,6473
+,1149,6953,8220,1221,7863
+,5211,5856,3675,4439,468
+,5082,9643,194,4296,2341
+,6205,6078,594,736,6688
+,9428,1491,2840,6045,4836
+,522,698,8944,6959,7596
+,9751,3566,5133,3185,2807
+,6525,9741,5569,4455,4205
+,6416,972,8849,390,1402
+,5871,8326,4020,5259,345
+,7895,9701,6013,7513,1121
+,757,1102,4255,7676,1296
+,8512,250,8301,986,9319
+,8961,1915,5016,3141,3394
+,3274,5773,1397,7770,7170
+,9710,2938,6734,1001,2770
+,4960,3963,9705,3452,6532
+,7983,5983,5896,4330,5031
+,4293,4679,3674,7730,8127
+,1758,9870,1600,1424,9810
+,8941,2817,5579,3076,3540
+,4400,9025,1682,3222,7588
+,4407,2926,6795,8089,642
+,7959,1455,4381,6684,2788
+,5654,4124,5965,2533,9556
+,4116,2415,6472,475,9833
+,881,9592,9566,8388,7008
+,5902,2240,9392,2631,7987
+,9226,2208,6069,5698,1743
+,2509,9440,6283,9283,7327
+,1953,8051,661,9457,3712
+,4012,7646,6813,852,978
+,1257,3093,9872,3241,1645
-,304,0,0,0,0
+,1826,2221,3983,1554,6500
+,5858,8426,5179,2977,2817
+,3180,6510,9049,4636,5159
-,554,0,0,0,0
+,2334,1174,3338,1155,2745
+,3843,4456,677,1309,8004
+,3724,872,2293,3218,2007
+,4105,5376,9155,2940,9024
+,6868,4992,5403,5911,5508
+,5090,9594,9506,1440,2717
+,5326,3563,2268,9514,9410
+,4817,646,859,2633,2984
+,9790,1618,2961,8090,8454
+,1549,6337,3627,9848,6273
+,4050,8935,1707,9348,4873
+,4374,1101,3770,7937,787
-,494,0,0,0,0
+,8116,1738,7874,6596,2783
+,8753,2047,7637,3036,3956
+,3017,5750,8687,5135,442
+,8955,9301,7550,3980,4709
+,1365,1623,7533,6881,5321
+,1720,4370,5459,6926,700
+,148,6120,4815,5465,6808
+,4667,2175,2149,1174,4684
+,5925,1836,9558,2421,9393
+,8322,7041,9199,7200,4057
+,2570,4534,2040,3526,6972
-,97,0,0,0,0
+,5980,3309,4248,388,7300
+,7049,5126,8146,3234,3563
+,9556,6713,8539,9828,9207
+,7250,2491,498,9272,1556
+,3627,1120,6063,5752,7050
+,5335,4809,9561,6359,954
+,5586,2896,4090,8590,9978
+,2103,5310,8658,5132,3261
+,5937,9119,2355,5272,2101
+,5383,5197,4528,1287,7613
+,9191,3226,4172,1470,6251
+,8590,7310,4685,4163,3576
+,575,4071,5258,3530,806
+,1526,273,300,8655,8768
+,2503,8365,853,531,2675
+,4798,1090,2525,6191,9930
+,5806,3556,3864,2161,821
+,6186,7014,8625,2293,6918
+,1678,6356,1104,5982,4276
+,5462,1864,3206,2096,2154
+,2096,7519,5646,469,275
+,717,6778,3905,4414,8746
+,6967,2663,6912,261,5019
+,3768,1638,1476,8779,7937
+,789,5813,3975,4412,1854
+,7389,2435,6810,3019,2209
+,6412,6114,7069,1242,2167
